section,measure,category,count,denominator,percent,value,value_text,unit,denominator_definition,response_type,work_ids,note
Specialties and professions,Checked specialty/profession frequency,Bariatric surgery,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,9717d5f24495686aabe2,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Behavioural health,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,907d492e03a26ae110b8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Breast imaging,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f74b171e97e291bab8d3,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Clinical medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,b777355095979479280c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Clinical psychology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,d644a8da3cdeae0603e0,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Clinical social work,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,907d492e03a26ae110b8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Counselling psychology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,2972cffe675ec25e930c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Crisis response,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,319d5b791f54df181b23,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Diabetes,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f54e36609097c96e8b6d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Diabetes care,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,98c23d01b9fb23bd43c4,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Dietetics,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,2972cffe675ec25e930c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Emergency care,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ce47d43f097c456cdf45,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,General internal medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,0c75f057197182777687,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Haematology oncology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,aa05a5932f8ebb716574,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Healthcare education,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,8a1c6e7038c447a20568,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Healthcare management,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,b4ed643f7430dbf0ccb9,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Healthcare quality,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4c580842a4d610a72e9d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Healthcare simulationists,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,eb8b75c75edacbfa547b,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,History of medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e5b4ed028b3c0ea2eeec,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Immunology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,180163049fadb98a0ef8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Infectious disease,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,096c409373966ea99821,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Interventional radiology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ec6081495209898a9c42,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Kampo medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,859f96f4eca259cdb9e8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Korean medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ed072d60d05f5e236143,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Massage therapy,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,217a1796806e392c3e77,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medical education faculty development,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,eeb5a3afa4e8b1c2635c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medical english language education,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,d290e5bf22b00e731795,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medical humanities,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e5b4ed028b3c0ea2eeec,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medical technology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,64caff9ef7b3adaafe2d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medication safety,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,b924bd45d30abb49831e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Neonatal nursing,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,33fa7a94d105663796d8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Nursing education,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,a3991fd1e09daca82f29,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Obstetrics gynaecology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,548ca816901c7761f0bf,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Operative dentistry,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,5da1c6c1e35204ff7f9d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Optometry,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,54972cda535948a803e8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Oral medicine and pathology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,0aad164402f8e4deea3b,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Orofacial pain,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,3aba8ba7976a49acd0ac,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Orthodontics,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,412046e11296d150c70a,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Pain management,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,df5127c0b752274d452e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Pharmacokinetics,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e28e63bbe4974bda0026,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Physical therapy,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,df5127c0b752274d452e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Psychiatric mental health nursing,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,c301ce506b01b01e6207,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Psychodermatology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,8094cb5448e9c4e2f371,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Radiation oncology,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ba1df7c86ec2eeb0e945,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Rehabilitation,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,359e1289e1f098bb36e2,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Rehabilitation medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f97eadc969f29dc262e7,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Remote patient monitoring,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,58a5647e55ff3ae5746e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Sarcoma care,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,c98aa2499bea62fd3f2a,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,School health,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,25f6a5df250f3ed0360b,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Sexual reproductive health,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4cac4c9f22b3d59d56dd,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Simulation education,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,272439595ff3b96c35f3,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Spine surgery,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,fbcfe4a5c41e518e74ba,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Stroke rehabilitation,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f97eadc969f29dc262e7,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Traditional asian medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e5814fecd144cc3fe016,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Traditional chinese medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,36878122d89a1f0ba51c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Transfusion medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,1f1c780e93f8833f8015,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Transitional care,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e359eafa6af6abbb467d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Undergraduate medical education,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,6d85b580a0562cc121d4,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Veterinary medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ffe994fbb4a27b100f16,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession missingness,No explicit specialty or profession identified,1,485,0.2,,,canonical works,all canonical works,missingness category,886368e8c3c194de3abd,Missing specialty/profession is not treated as zero.
