#,Title,Authors,Year,Journal,DOI,Tier,Source
3325,"The Comparison of ChatGPT 3.5, Microsoft Bing, and Google Gemini for Diagnosing Cases of Neuro-Ophthalmology",Ruchi Shukla; Ashutosh K Mishra; Nilakshi Banerjee; Archana Verma,2024,Cureus,10.7759/cureus.58232,tier2,openalex
3326,The Digital Shift: Assessing ChatGPT’s Capability as a New Age Standardized Patient. (Preprint),Joseph Cross; Tarron Kayalackakom; Raymond Robinson; Andrea Vaughans; Roopa Sebastian et al.,2024,,10.2196/preprints.63353,tier3,openalex
3327,The EXPERIENCE Project: Automatic virtualization of “extended personal reality” through biomedical signal processing and explainable artificial intelligence [Applications Corner],G. Valenza; M. Alcañiz; V. Carli; Gabriela Dudnik; Claudio Gentili et al.,2024,IEEE Signal Processing Magazine,10.1109/msp.2023.3344430,tier2,semantic_scholar
3328,The Earth is Flat? Unveiling Factual Errors in Large Language Models,Wenxuan Wang; Juluan Shi; Zhaopeng Tu; Youliang Yuan; Jen-tse Huang et al.,2024,arXiv (Cornell University),10.48550/arxiv.2401.00761,tier1,openalex
3329,The Effect of Artificial Intelligence on Patient-Physician Trust: Cross-Sectional Vignette Study,A. Zondag; R. Rozestraten; S. Grimmelikhuijsen; K. Jongsma; Wouter W. Van Solinge et al.,2024,Journal of Medical Internet Research,10.2196/50853,tier1,semantic_scholar
3330,The Effect of Human-Computer Interaction on New Applications by Exploring the Use Case of ChatGPT in Healthcare Services,Maad M. Mijwil; Aseel Shakir Naji; Ruchi Doshi; Kamal Kant Hiran; Indu Bala et al.,2024,"Advances in Medical Education, Research, and Ethics",10.4018/979-8-3693-5493-3.ch005,tier2,crossref
3331,The Emergence and Growth of Digital Health in Saudi Arabia: A Success Story,Noof AlWatban; Fatmah Othman; Nadin Almosnid; Khulud AlKadi; Mai Alajaji et al.,2024,Sustainable development goals series,10.1007/978-3-031-62332-5_3,tier2,openalex
3332,The Emerging Role of AI in Patient Education: A Comparative Analysis of the Accuracy of Large Language Models for Pelvic Organ Prolapse,Sakine Rahımlı Ocakoğlu; Burhan Coşkun,2024,Medical Principles and Practice,10.1159/000538538,tier1,openalex
3333,The Emerging Role of Large Language Models in Improving Prostate Cancer Literacy,Marius Geantă; Daniel Bădescu; Narcis Chirca; Ovidiu Cătălin Nechita; Cosmin George Radu et al.,2024,Bioengineering,10.3390/bioengineering11070654,tier1,openalex
3334,"The Epistemological Consequences of Artificial Intelligence, Precision Medicine, and Implantable Brain-Computer Interfaces",Ian Stevens,2024,Voices in Bioethics,10.52214/vib.v10i.12654,tier3,doaj
3335,The Evolution From Standardized to Virtual Patients in Medical Education,Allan J. Hamilton; Allyson Molzahn; Kyle McLemore,2024,Cureus,10.7759/cureus.71224,tier3,openalex
3336,The Evolution of Artificial Intelligence: From Assistance to Super Mind of Artificial General Intelligence? Article 2. Artificial Intelligence: Terra Incognita or Controlled Force?,Леонид Гринин; Антон Гринин; Igor Grinin,2024,Social Evolution & History,10.30884/seh/2024.02.07,tier1,openalex
3337,The Four Domains Model of Artificial Intelligence in Surgical Education: Adapting Applications to Trainee Level,Anant Tewari; Jasraj S. Raghuwanshi; Lawal A. Labaran; Xudong Li,2024,Journal of Innovation in Health Sciences Education,10.46409/003.yuhf1754,tier3,semantic_scholar
3338,The Future of AI-Assisted Patient Education in Critical Care Nephrology,M. Salman Sheikh; Charat Thongprayoon; Supawadee Suppadungsuk; Jing Miao; Fawad Qureshi et al.,2024,Blood Purification,10.1159/000543350,tier3,openalex
3339,The Future of Artificial Intelligence in Surgery,Allan J. Hamilton,2024,Cureus,10.7759/cureus.63699,tier2,openalex
3340,The Future of Nursing: Navigating the AI Revolution Through Education and Training.,Marni Baker Stein; J. Jones-Schenk,2024,Journal of Continuing Education in Nursing: Continuing Competence for the Future,10.3928/00220124-20240221-03,tier1,semantic_scholar
3341,The Future of Work: Automation and Employment Trends,Murali Krishna Pasupuleti,2024,,10.62311/nesx/rb-978-81-978755-6-4,tier2,openalex
3342,The Hazards of Using ChatGPT: Additional Comments,Amnugy Kleebayoon; Viroj Wiwanitkit,2024,PRiMER,10.22454/primer.2024.203721,tier1,openalex
3343,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,Hyewon Shin; Jennie C. De Gagné; Sang Suk Kim; Minjoo Hong,2024,CIN Computers Informatics Nursing,10.1097/cin.0000000000001177,tier1,openalex
3344,The Impact of Large Language Models on Medical Education: Preparing for a Revolutionary Shift in Doctor Training,Dr. Sreeram Mullankandy,2024,Journal of Artificial Intelligence General science (JAIGS) ISSN:3006-4023,10.60087/jaigs.v4i1.145,tier1,crossref
3345,The Influence of Generative AI on Interpersonal Communication Dynamics,Sumeyya Akdilek; Ibrahim Akdilek; Narissra Maria Punyanunt-Carter,2024,Advances in Educational Technologies and Instructional Design,10.4018/979-8-3693-0831-8.ch009,,crossref
3346,"The Integration of Artificial Intelligence in Software Development: Trends, Tools, and Future Prospects","Bhumeka Narra,; Dheeraj Varun Kumar Reddy Buddula,; Hari Hara Sudheer Patchipulusu,; Navya Vattikonda,; A. Gupta, et al.",2024,International Journal of Innovative Research in Multidisciplinary Education,10.58806/ijirme.2024.v3i12n17,tier1,semantic_scholar
3347,The Integration of ChatGPT With the Metaverse for Medical Consultations,A. E. Saddik; Sara Ghaboura,2024,IEEE Consumer Electronics Magazine,10.1109/mce.2023.3324978,tier2,semantic_scholar
3348,The Intraoperative Role of Artificial Intelligence Within General Surgery: A Systematic Review,Diaa Othman; Ahmad Kaleem,2024,Cureus,10.7759/cureus.73006,tier1,openalex
3349,The Legal Imitation Game:  Generative AI’s Incompatibility with Clinical Legal Education,"Karr, Jake; Schultz, Jason",2024,FLASH: The Fordham Law Archive of Scholarship and History,,tier1,core
3350,The Metaverse: An efficient and adaptable virtual reality platform for medical education and treatment,Vikas V. Pawar; Sandeep Singh; Meenakshi Duggal; Anand Irabatti,2024,Journal of Education and Health Promotion,10.4103/jehp.jehp_667_24,tier2,openalex
3351,"The Nexus of AR/VR, AI, UI/UX, and Robotics Technologies in Enhancing Learning and Social Interaction for Children with Autism Spectrum Disorders: A Systematic Review",Biplov Paneru,2024,arXiv (Cornell University),10.48550/arxiv.2409.18162,,openalex
3352,The Performance of ChatGPT on the American Society for Surgery of the Hand Self-Assessment Examination,Sebastian D. Arango; Jason C Flynn; Jacob Zeitlin; Daniel J Lorenzana; Andrew Miller et al.,2024,Cureus,10.7759/cureus.58950,tier1,openalex
3353,The Performance of a Customized Generative Pre-trained Transformer on the American Society for Surgery of the Hand Self-Assessment Examination.,Flynn JC; Zeitlin J; Arango SD; Pineda N; Miller AJ et al.,2024,,10.7759/cureus.70205,tier1,europepmc
3354,The Picasso’s skepticism on computer science and the dawn of generative AI: questions after the answers to keep “machines-in-the-loop”,Filippo Pesapane; Renato Cuocolo; Francesco Sardanelli,2024,European Radiology Experimental,10.1186/s41747-024-00485-7,tier1,openalex
3355,The Potential Applications and Challenges of ChatGPT in the Medical Field.,Yonglin Mu; Dawei He,2024,International journal of general medicine,10.2147/ijgm.s456659,tier1,pubmed
3356,The Potential Clinical Utility of the Customized Large Language Model in Gastroenterology: A Pilot Study,Eun Jeong Gong; Chang Seok Bang; Jae Jun Lee; Jonghyung Park; Eun-Sil Kim et al.,2024,Bioengineering,10.3390/bioengineering12010001,tier1,openalex
3357,The Potential of Artificial Intelligence Tools for Reducing Uncertainty in Medicine and Directions for Medical Education.,Sauliha Rabia Alli; Soaad Qahhār Hossain; Sunit Das; Ross Upshur,2024,JMIR medical education,10.2196/51446,tier1,pubmed
3358,The Potential of ChatGPT for High-Quality Information in Patient Education for Sports Surgery,Ali Yüce; Nazım Erkurt; Mustafa Yerli; Abdülhamit Mısır,2024,Cureus,10.7759/cureus.58874,tier1,openalex
3359,"The Power of Artificial Intelligence for Improved Patient Outcomes, Ethical Practices and Overcoming Challenges",Almasri Imad-Addin,2024,IgMin Research,10.61927/igmin222,tier1,crossref
3360,The Prediction and Treatment of Bleeding Esophageal Varices in the Artificial Intelligence Era: A Review.,Murillo Pineda MI; Siu Xiao T; Sanabria Herrera EJ; Ayala Aguilar A; Arriaga Escamilla D et al.,2024,,10.7759/cureus.55786,tier1,europepmc
3361,The RepVig framework for designing use-case specific representative vignettes and evaluating triage accuracy of laypeople and symptom assessment applications.,Kopka M; Napierala H; Privoznik M; Sapunova D; Zhang S et al.,2024,,10.1038/s41598-024-83844-z,tier1,europepmc
3362,The Research Interest in ChatGPT and Other Natural Language Processing Tools from a Public Health Perspective: A Bibliometric Analysis,Giuliana Favara; Martina Barchitta; Andrea Maugeri; Roberta Magnano San Lio; Antonella Agodi,2024,Informatics,10.3390/informatics11020013,tier2,openalex
3363,The Revival of Essay-Type Questions in Medical Education: Harnessing Artificial Intelligence and Machine Learning.,Shamim MS; Zaidi SJA; Rehman A,2024,,10.29271/jcpsp.2024.05.595,tier1,europepmc
3364,"The Road Ahead: Emerging Trends, Unresolved Issues, and Concluding Remarks in Generative AI—A Comprehensive Review",S. Balasubramaniam; Vanajaroselin Chirchi; Seifedine Kadry; Moorthy Agoramoorthy; Gururama Senthilvel P et al.,2024,International Journal of Intelligent Systems,10.1155/2024/4013195,tier1,openalex
3365,The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,Shiva Maleki Varnosfaderani; Mohamad Forouzanfar,2024,Bioengineering,10.3390/bioengineering11040337,tier1,openalex
3366,The Role of Artificial Intelligence (ChatGPT) in Orthopaedics Surgery,Gede Mahadika Pradipta Atmaja,2024,Intisari Sains Medis,10.15562/ism.v15i3.2213,tier1,openalex
3367,The Role of Artificial Intelligence in Modern Engineering: Opportunities and Challenges,Saba Zia; Ayesha Qamar; Muhammad Tariq Siddique,2024,Research Corridor Journal of Engineering Science,10.66320/s89v0j42,,openalex
3368,The Role of Artificial Intelligence in Modern Medical Education and Practice: A Systematic Literature Review,Rasouli S; Alkurdi D; Jia B,2024,,10.1101/2024.07.25.24311022,tier1,europepmc
3369,The Role of Artificial Intelligence in Shaping the Future of Education: Opportunities and Challenges,Оксана Іванашко; Алла Козак; Tetiana Knysh; Kateryna Honchar,2024,Futurity Education,10.57125/fed.2024.03.25.08,,openalex
3370,The Role of Artificial Intelligence in Surgery: What do General Surgery Residents Think?,St John A; Cooper L; Kavic SM,2024,,10.1177/00031348231209524,tier1,europepmc
3371,The Role of Artificial Intelligence in the Ethical Relationship of Virtual Cadavers,Yusuf Kalınkara,2024,Experimental and Applied Medical Science,10.46871/eams.1567123,tier1,crossref
3372,The Role of Chatbot GPT Technology in Undergraduate Dental Education,Vinayak Thorat; Prajakta Rao; Nilesh Joshi; Prakash Talreja; Anupa Shetty,2024,Cureus,10.7759/cureus.54193,tier2,openalex
3373,The Role of Higher Education for Ensuring National Security in Ukraine,,2024,Futurity Education,10.57125/fed.2024.03.25.11,,semantic_scholar
3374,The Role of Large Language Models in Transforming Emergency Medicine: Scoping Review.,Carl Preiksaitis; Nicholas Ashenburg; Gabrielle Bunney; Andrew Chu; Rana Kabeer et al.,2024,JMIR medical informatics,10.2196/53787,tier3,pubmed
3375,The Sociodemographic Biases in Machine Learning Algorithms: A Biomedical Informatics Perspective,Gillian Franklin; Rachel Stephens; Muhammad Piracha; Shmuel Tiosano; Frank LeHouillier et al.,2024,Life,10.3390/life14060652,tier1,openalex
3376,The State of Telepathology in Africa in the Age of Digital Pathology Advancements: A Bibliometric Analysis and Literature Review.,El Jiar M; Eliahiai I; Chaib S; Elmorabit K; Mouatakid M et al.,2024,,10.7759/cureus.63835,tier1,europepmc
3377,The Transformation Risk-Benefit Model of Artificial Intelligence: Balancing Risks and Benefits Through Practical Solutions and Use Cases,Richard Fulton; Diane Fulton; Nate Hayes; Susan Kaplan,2024,International Journal of Artificial Intelligence & Applications,10.5121/ijaia.2024.15201,tier2,openalex
3378,The Transformative Potential of AI Chatbots in Hearing Health Care,De Wet Swanepoel; Vinaya Manchaiah,2024,The Hearing Journal,10.1097/01.hj.0001025988.40308.e1,tier1,openalex
3379,The Use of AI Powered ChatGPT for Nursing Education,Michael D. Bumbach,2024,Journal of Nursing Education,10.3928/01484834-20240318-04,tier1,crossref
3380,"The Use of AI in Medicine: Health Data, Privacy Risks and More",Boris Edidin; Alexey Bunkov; Ksenia Kochetkova,2024,Legal Issues in the Digital Age,10.17323/2713-2749.2024.2.57.79,tier1,openalex
3381,The Use of Artificial Intelligence in Endodontics,Frank Setzer; J. Li; Asma Khan,2024,Journal of Dental Research,10.1177/00220345241255593,tier3,openalex
3382,The Utility and Limitations of Artificial Intelligence-Powered Chatbots in Healthcare,Jafar Hayat; Mahmood Amini Lari; Mohammad Alherz; Ali Lari,2024,Cureus,10.7759/cureus.73127,tier3,openalex
3383,The accuracy of AI-assisted chatbots on the annual assessment test for emergency medicine residents,Banu Arslan; Gökhan Eyüpoğlu; Semih Korkut; Kenan Ahmet Türkdoğan; Ertuğrul Altınbilek,2024,Journal of Medicine Surgery and Public Health,10.1016/j.glmedi.2024.100070,tier1,openalex
3384,The application of ChatGPT in medical education: prospects and challenges,Zhou Wu; Sheng Li; Xiaofen Zhao,2024,International Journal of Surgery,10.1097/js9.0000000000001887,tier1,openalex
3385,The application of ChatGPT in nursing: a bibliometric and visualized analysis,Peng Wang; Qian Zhang; Wenyu Zhang; Jing Sun,2024,Frontiers in Medicine,10.3389/fmed.2024.1521712,tier1,openalex
3386,The application of artificial intelligence in tissue repair and regenerative medicine related to pediatric and congenital heart surgery: a narrative review,"Corno, Antonio F; Francis, Jeevan; George, Joseph; Peng, Edward",2024,Ovid Technologies (Wolters Kluwer Health),10.4103/regenmed.regenmed-d-24-00013,tier3,core
3387,The application of large language models in medicine: A scoping review,Xiangbin Meng; Xiangyu Yan; Kuo Zhang; Da Liu; Xiaojuan Cui et al.,2024,iScience,10.1016/j.isci.2024.109713,tier3,openalex
3388,The application of metaverse in healthcare,Yue Wang; Mengying Zhu; Xi Chen; Ruibin Liu; Jinnian Ge et al.,2024,Frontiers in Public Health,10.3389/fpubh.2024.1420367,tier2,openalex
3389,The application of novel techniques in ophthalmology education,Yang Jiang; Hanyu Jiang; Zhikun Yang; Ying Li; Youxin Chen,2024,Frontiers in Medicine,10.3389/fmed.2024.1459097,tier2,openalex
3390,The applications and prospects of big data in perioperative anesthetic management,Yiziting Zhu; Xiang Liu; Yujie Li; Bin Yi,2024,Anesthesiology and Perioperative Science,10.1007/s44254-024-00068-0,tier3,openalex
3391,The educational impact of technology-enhanced learning in regional anaesthesia: a scoping review.,Mairead Savage; Andrew Spence; Lloyd Turbitt,2024,British journal of anaesthesia,10.1016/j.bja.2024.04.045,tier2,pubmed
3392,The emerging role of generative artificial intelligence in transplant medicine.,Maya Deeb; Anirudh Gangadhar; Madhumitha Rabindranath; Khyathi Rao; Michael Brudno et al.,2024,American journal of transplantation : official journal of the American Society of Transplantation an,10.1016/j.ajt.2024.06.009,tier1,pubmed
3393,The evolution of artificial intelligence on nursing education in China,Yuan Jiang; Minghao Kong,2024,Multidisciplinary Reviews,10.31893/multirev.2024291,tier3,openalex
3394,"The evolution, applications, and future prospects of large language models: An in-depth overview",Jiayin Li,2024,Applied and Computational Engineering,10.54254/2755-2721/35/20230399,tier1,openalex
3395,"The experience of using artificial intelligence tools by students of higher medical education during the study of ""Molecular Biology""",Nataliа Posternak; Lesya Yanitska; Алла Георгіївна Михайлова,2024,Educological discourse,10.28925/2312-5829.2024.2.4,tier1,openalex
3396,The future is bright: artificial intelligence for trainee medical officers in Australia and New Zealand.,Kovoor JG; Smallbone H; Jenkins A; Stretton B; Santhosh S et al.,2024,,10.1111/imj.16518,tier1,europepmc
3397,"The future is now, old man",Marko Lucijanić; Robert Likić,2024,British Journal of Clinical Pharmacology,10.1111/bcp.16011,tier1,openalex
3398,The future of AI clinicians: assessing the modern standard of chatbots and their approach to diagnostic uncertainty,Ryan S. Huang; Ali Benour; Joel Kemppainen; Fok‐Han Leung,2024,BMC Medical Education,10.1186/s12909-024-06115-5,tier3,openalex
3399,The future of telerehabilitation: embracing virtual reality and augmented reality innovations,Waqar M. Naqvi; Ifat Waqar Naqvi; Gaurav Mishra; Vishnu Vardhan,2024,Pan African Medical Journal,10.11604/pamj.2024.47.157.42956,tier2,openalex
3400,The global research of artificial intelligence in lung cancer: a 20-year bibliometric analysis.,Zhong R; Gao T; Li J; Li Z; Tian X et al.,2024,,10.3389/fonc.2024.1346010,tier1,europepmc
3401,The great detectives: humans versus AI detectors in catching large language model-generated medical writing,Jae Q. J. Liu; Kelvin Tk Hui; Fadi Al Zoubi; Zing Z. X. Zhou; Dino Samartzis et al.,2024,International Journal for Educational Integrity,10.1007/s40979-024-00155-6,tier1,openalex
3402,The impact and opportunities of large language models like ChatGPT in oral and maxillofacial surgery: a narrative review.,B Puladi; C Gsaxner; J Kleesiek; F Hölzle; R Röhrig et al.,2024,International journal of oral and maxillofacial surgery,10.1016/j.ijom.2023.09.005,tier1,pubmed
3403,The impact of large language models on radiology: a guide for radiologists on the latest innovations in AI,Takeshi Nakaura; Rintaro Ito; Daiju Ueda; Taiki Nozaki; Yasutaka Fushimi et al.,2024,Japanese Journal of Radiology,10.1007/s11604-024-01552-0,tier1,openalex
3404,The impact of simulation-based training in medical education: A review.,Chukwuka Elendu; Dependable C Amaechi; Alexander U Okatta; Emmanuel C Amaechi; Tochi C Elendu et al.,2024,Medicine,10.1097/md.0000000000038813,tier3,pubmed
3405,The integration of Artificial Intelligence into the diagnosis and treatment of diseases Current advances and future perspectives in Medicine and Medical Engineering.,Sergio Grunbaum,2024,,10.14293/pr2199.000818.v1,tier1,crossref
3406,The intelligent Impella: Future perspectives of artificial intelligence in the setting of Impella support.,Consolo F; D'Andria Ursoleo J; Pieri M; Nardelli P; Cianfanelli L et al.,2024,,10.1002/ehf2.14865,tier3,europepmc
3407,The law code of ChatGPT and artificial intelligence—how to shield plastic surgeons and reconstructive surgeons against Justitia's sword,Leonard Knoedler; Alexander Vogt; Michael Alfertshofer; Justin M. Camacho; Daniel Najafali et al.,2024,Frontiers in Surgery,10.3389/fsurg.2024.1390684,tier2,openalex
3408,"The metaverse in nuclear medicine: transformative applications, challenges, and future directions",Yufu Tang; Hongying Liang; Xin Yang; Xiangming Xue; Jingming Zhan,2024,Frontiers in Medicine,10.3389/fmed.2024.1459701,tier3,openalex
3409,The performance of AI in medical examinations: an exploration of ChatGPT in ultrasound medical education,Daorong Hong; Chunyan Huang,2024,Frontiers in Medicine,10.3389/fmed.2024.1472006,tier1,openalex
3410,The performance of ChatGPT in day surgery and pre-anesthesia risk assessment: a case-control study of 150 simulated patient presentations.,Tingting Cheng; Yu Li; Jiaqiu Gu; Yibo He; Guangbao He et al.,2024,"Perioperative medicine (London, England)",10.1186/s13741-024-00469-6,tier2,pubmed
3411,The performance of ChatGPT versus neurosurgery residents in neurosurgical board examination-like questions: a systematic review and meta-analysis.,Edgar Dominic A Bongco; Sean Kendrich N Cua; Mary Angeline Luz U Hernandez; Juan Silvestre G Pascual; Kathleen Joy O Khu,2024,Neurosurgical review,10.1007/s10143-024-03144-y,tier1,pubmed
3412,The performance of OpenAI ChatGPT-4 and Google Gemini in virology multiple-choice questions: a comparative analysis of English and Arabic responses,Malik Sallam; Kholoud Al-Mahzoum; Rawan Ahmad Almutawaa; Jasmen Ahmad Alhashash; Retaj Abdullah Dashti et al.,2024,BMC Research Notes,10.1186/s13104-024-06920-7,tier1,openalex
3413,The performance of artificial intelligence-based large language models on ophthalmology-related questions in Swedish proficiency test for medicine: ChatGPT-4 omni vs Gemini 1.5 Pro,Mehmet Cem Sabaner; Arzu Seyhan Karatepe; Kemal Mert Mutibayraktaroglu; Zübeyir Yozgat; Oliver Niels Klefter et al.,2024,AJO International,10.1016/j.ajoint.2024.100070,tier1,openalex
3414,The performance of large language models in intercollegiate Membership of the Royal College of Surgeons examination,Jeremy Chan; Tim Dong; Gianni D. Angelini,2024,Annals of The Royal College of Surgeons of England,10.1308/rcsann.2024.0023,tier1,openalex
3415,"The potential and pitfalls of using a large language model such as ChatGPT, GPT-4, or LLaMA as a clinical assistant",Jingqing Zhang; Kai Sun; Akshay V. Jagadeesh; Parastoo Falakaflaki; Elena Kayayan et al.,2024,Journal of the American Medical Informatics Association,10.1093/jamia/ocae184,tier1,openalex
3416,The potential of ChatGPT as a learning tool. A randomized controlled trial of pharmacy students in Tromsø,"Umer, Danial",2024,UiT The Arctic University of Norway,,tier1,core
3417,The power of artificial intelligence for managing pandemics: A primer for public health professionals,Martin McKee; Rikard Rosenbacke; David Stückler,2024,The International Journal of Health Planning and Management,10.1002/hpm.3864,tier3,openalex
3418,The promise and challenges of Artificial Intelligence-Large Language Models (AI-LLMs) in obstetric and gynecology,Khanisyah Erza Gumilar; Ming Tan,2024,Majalah Obstetri & Ginekologi,10.20473/mog.v32i22024.128-135,tier3,openalex
3419,The research hotspots and theme trends of artificial intelligence in nurse education: A bibliometric analysis from 1994 to 2023.,Chuhong Luo; Bin Mao; Ying-Tien Wu; Ying He,2024,Nurse Education Today,10.1016/j.nedt.2024.106321,tier2,semantic_scholar
3420,"The revolution of generative artificial intelligence in psychology: The interweaving of behavior, consciousness, and ethics.",Chen D; Liu Y; Guo Y; Zhang Y,2024,,10.1016/j.actpsy.2024.104593,,europepmc
3421,The role and impact of new technologies on healthcare systems,Rajesh Kumar Sinha,2024,Discover Health Systems,10.1007/s44250-024-00163-w,tier2,openalex
3422,The role of AI and mobile apps in patient-centric healthcare delivery,Johnson Oyeniyi,2024,World Journal of Advanced Research and Reviews,10.30574/wjarr.2024.22.1.1331,tier1,semantic_scholar
3423,The role of ChatGPT in enhancing ENT surgical training - a trainees' perspective.,Brennan L; Balakumar R; Bennett W,2024,,10.1017/s0022215123001354,tier1,europepmc
3424,The role of artificial intelligence in higher medical education and the ethical challenges of its implementation,Mark D. Perkins; Agnieszka Pręgowska,2024,Artificial Intelligence in Health,10.36922/aih.3276,tier2,openalex
3425,The role of artificial intelligence platforms in handling patient‐generated questions for Mohs micrographic surgery,Mohamad Goldust,2024,International Journal of Dermatology,10.1111/ijd.17499,tier1,openalex
3426,The role of conversational agents in medical education: tools for academic performance improvement,"Pereira, Daniela Sofia Marques",2024,,,tier2,core
3427,The state of artificial intelligence in medical research: A survey of corresponding authors from top medical journals,Michele Salvagno; Alessandro De Cassai; Stefano Zorzi; Mario Zaccarelli; M. Pasetto et al.,2024,PLoS ONE,10.1371/journal.pone.0309208,tier1,openalex
3428,The tools of the future are the challenges of today: The use of ChatGPT in problem-based learning medical education.,Christopher B Divito; Bryan M Katchikian; Jenna E Gruenwald; Jennifer M Burgoon,2024,Medical teacher,10.1080/0142159x.2023.2290997,tier1,pubmed
3429,The top 100 most-cited articles on artificial intelligence in breast radiology: a bibliometric analysis.,Singh S; Healy NA,2024,,10.1186/s13244-024-01869-4,tier1,europepmc
3430,The transformative impact of large language models in healthcare,М. Н. Шалько; Oksana Domina; Igor Korobko; Daryna Melnyk; Anhelina Andriushchenko,2024,Technology audit and production reserves,10.15587/2706-5448.2024.319006,tier1,openalex
3431,The transition of surgical simulation training and its learning curve: a bibliometric analysis from 2000 to 2023,Jun Zhang; Zai Luo; Renchao Zhang; Zehao Ding; Yuan Fang et al.,2024,International Journal of Surgery,10.1097/js9.0000000000001579,tier2,openalex
3432,The use of META (virtual simulations) in Canadian junior military leadership development,Rob Elkington; Robyn Ruttenberg-Rozen; Nadia Worthington,2024,Journal of Leadership Education,10.1108/jole-02-2024-0037,,semantic_scholar
3433,The use of augmented reality (AR) and virtual reality (VR) in dental surgery education and practice: A narrative review,Ping-Yi Lin; T H Chen; Chan Pei Lin; Congxin Huang; Yi-Hsuan Tsai et al.,2024,Journal of Dental Sciences,10.1016/j.jds.2024.10.011,tier2,openalex
3434,The use of generative artificial intelligence (AI) in teaching and assessment of postgraduate students in pathology and microbiology,Dipmala Das; Asitava Deb Roy; Subhayan Dasgupta; Rohon Das Roy,2024,Indian Journal of Microbiology Research,10.18231/j.ijmr.2024.027,tier2,openalex
3435,The use of generative artificial intelligence in surgical education: a narrative review,L Malleswara Rao; Eric Yang; S.A.R.R.P. Dissanayake; Roberto Cuomo; Ishith Seth et al.,2024,Plastic and Aesthetic Research,10.20517/2347-9264.2024.102,tier2,openalex
3436,The value of machine learning technology and artificial intelligence to enhance patient safety in spine surgery: a review,Fatemeh Arjmandnia; Ehsan Alimohammadi,2024,Patient Safety in Surgery,10.1186/s13037-024-00393-0,tier1,crossref
3437,The wizard of artificial intelligence: Are physicians prepared?,Radhwi OO; Khafaji MA,2024,,10.4103/jfcm.jfcm_144_24,tier2,europepmc
3438,Therapy as an NLP Task: Psychologists' Comparison of LLMs and Human Peers in CBT,"Zainab Iftikhar; Sean Ransom; Amy Wei Xiao; Jeff Huang; Huang, Jeff",2024,arXiv (Cornell University),10.48550/arxiv.2409.02244,tier3,openalex
3439,This is not a real image:Generative artificial intelligence to enhance radiology education,"Hofmeijer, Elfi I.S.",2024,University of Twente,10.3990/1.9789036560856,tier2,core
3440,Three-Dimensional Ultrasound for Physical and Virtual Fetal Heart Models: Current Status and Future Perspectives,N. Bravo-Valenzuela; M. Giffoni; C. Nieblas; H. Werner; G. Tonni et al.,2024,Journal of Clinical Medicine,10.3390/jcm13247605,tier2,semantic_scholar
3441,TimeGPT in load forecasting: A large time series model perspective,Wenlong Liao; Shouxiang Wang; Dechang Yang; Zhe Yang; Jiannong Fang et al.,2024,Applied Energy,10.1016/j.apenergy.2024.124973,tier2,openalex
3442,Tipta uzmanlik sinavinda (tus) buyuk dil modelleri insanlardan daha mi basarili?,Yesim Aygul; Muge Olucoglu; Adil Alpkocak,2024,arXiv (Cornell University),10.48550/arxiv.2408.12305,tier1,openalex
3443,To Enhance Graph-Based Retrieval-Augmented Generation (RAG) with Robust Retrieval Techniques,Maneeha Rani; Bhupesh Kumar Mishra; Dhavalkumar Thakker; Mohammad Khan,2024,,10.1109/icosst64562.2024.10871140,tier1,openalex
3444,Toward Automated Simulation Research Workflow through LLM Prompt Engineering Design,Zhihan Liu; Yubo Chai; Jianfeng Li,2024,arXiv (Cornell University),10.48550/arxiv.2408.15512,,openalex
3445,Toward Clinical Generative AI: Conceptual Framework,Nicola Luigi Bragazzi; Sergio Garbarino,2024,JMIR AI,10.2196/55957,tier1,openalex
3446,Toward a responsible future: recommendations for AI-enabled clinical decision support,Steven E. Labkoff; Bilikis Oladimeji; Joseph Kannry; Anthony Solomonides; Russell Leftwich et al.,2024,Journal of the American Medical Informatics Association,10.1093/jamia/ocae209,tier1,openalex
3447,"Towards Automatic Evaluation for LLMs' Clinical Capabilities: Metric, Data, and Algorithm",Lei Liu; Xiaoyan Yang; Fangzhou Li; Chenfei Chi; Yue Shen et al.,2024,arXiv (Cornell University),10.48550/arxiv.2403.16446,tier2,openalex
3448,Towards Conversational Diagnostic AI,Tao Tu; Anil Palepu; Mike Schaekermann; Khaled Saab; Jan Freyberg et al.,2024,arXiv (Cornell University),10.48550/arxiv.2401.05654,tier3,openalex
3449,Towards Foundation Models for Critical Care Time Series,M. Burger; Федор Сергеев; Malte Londschien; Daphné Chopard; Hugo Yèche et al.,2024,arXiv (Cornell University),10.48550/arxiv.2411.16346,tier1,openalex
3450,Towards Maps of Disease Progression: Biomedical Large Language Model Latent Spaces For Representing Disease Phenotypes And Pseudotime,Rafael Zamora‐Resendiz; Ifrah Khurram; Silvia Crivelli,2024,,10.1101/2024.06.16.24308979,tier1,openalex
3451,Towards Multimodal Emotional Support Conversation Systems,Y. P. Chu; Lizi Liao; Zhiyuan Zhou; Chong‐Wah Ngo; Richang Hong,2024,arXiv (Cornell University),10.48550/arxiv.2408.03650,tier1,openalex
