integration_schema_version,record_key,source_corpus,source_record_id,doi,openalex_id,year,publication_date,record_type,url,source_row_sha256,provisional_family_id,family_size,family_members_sha256,family_status,version_role,preferred_for_analysis,preferred_record_key,preferred_basis,relationship_to_preferred,family_membership_rationale,family_evidence_locator,preferred_selection_rationale,preferred_selection_evidence,reviewed_by,reviewed_at_utc
scopus-final-integration-corrected-v2.0,base_eligible_v4:7f84c902e862e25dbf2c,base_eligible_v4,7f84c902e862e25dbf2c,10.3390/ime5020035,,2026,2026-04,article,https://doi.org/10.3390/ime5020035,abb2cb107034a306f3e115efda1d6858f1bc357c9df3651da8ba9775f03107f5,SIVF-3bb71480a358025c3433e390,1,3bb71480a358025c3433e3902c77cb23ab70642b1f7d77fb398357713f112259,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:7f84c902e862e25dbf2c,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.3390/ime5020035,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/ime5020035,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:cc3c546075dc11e58802,base_eligible_v4,cc3c546075dc11e58802,10.1111/medu.15326,,2024,2024-02-16,article,https://doi.org/10.1111/medu.15326,4773178e3c791cb3d9d30de7da1ab7a8da98e630d71073018601165e91ab1247,SIVF-3c5f22b9b376ec108ff4f463,1,3c5f22b9b376ec108ff4f46324ecd580e8795cde4403038821f68f8a7edf5bca,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:cc3c546075dc11e58802,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1111/medu.15326,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/medu.15326,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:bd0527af9d9859ca54bb,base_eligible_v4,bd0527af9d9859ca54bb,10.3389/fmed.2025.1599900,,2025,2025-06-11,Journal Article,https://doi.org/10.3389/fmed.2025.1599900,770e680ca8c841a5c098332d6205e1901860ff974ac1f1bd4d7bb279dd25541a,SIVF-3ce5a59b7490696b1bac0b10,1,3ce5a59b7490696b1bac0b10319b9c4a5dfa62fbd597dce7ff4cc77ca4df78ec,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:bd0527af9d9859ca54bb,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.3389/fmed.2025.1599900,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2025.1599900,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:32b43fcb025a9d77581f,base_eligible_v4,32b43fcb025a9d77581f,10.64898/2026.06.22.26356153,,2026,2026-06-25,,https://doi.org/10.64898/2026.06.22.26356153,6e6158947f63eee6aacc8f303a121324ddf560dd0e90c20e1260fdb77c92a97a,SIVF-3cf60eca7aeca0137de0d2a5,1,3cf60eca7aeca0137de0d2a538b934c016fa96cbfbdda20a2c21a9295194a9b5,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:32b43fcb025a9d77581f,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.64898/2026.06.22.26356153,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.64898/2026.06.22.26356153,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:72f2fcd3a833c8b6e39e,base_eligible_v4,72f2fcd3a833c8b6e39e,10.1007/978-3-032-07915-2_26,,2026,2026-01-01,conference-paper,https://doi.org/10.1007/978-3-032-07915-2_26,8b5ff3638d71aa92800c294f3af2cffeae10b50f3ad01b9eeee98bc5d7ad5abc,SIVF-3d3a3ebc827e5661bdad32fe,1,3d3a3ebc827e5661bdad32fe6202a67ccc9b2a790c49e58c09cd6b033297d3dc,SINGLETON_WORK,conference_full_paper,yes,base_eligible_v4:72f2fcd3a833c8b6e39e,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1007/978-3-032-07915-2_26,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1007/978-3-032-07915-2_26,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:296fc2ba93325a6b3ed0,base_eligible_v4,296fc2ba93325a6b3ed0,10.2196/76586,,2025,2025-10-30,article,https://doi.org/10.2196/76586,fe117ba52772fb5d919d78fab8da5cc6e05402bd730b5c9815130610e9838ec9,SIVF-3d7c18c08da5d78b1f0eb14c,2,3d7c18c08da5d78b1f0eb14cb4cdec8127764fea34bc9719939e96d40ca2d369,LINKED_VERSION_FAMILY,final_journal_article,yes,base_eligible_v4:296fc2ba93325a6b3ed0,final_most_complete_publication,self_preferred,"The linked records have overlapping authors and report the same research question, design, intervention, and findings; identifiers and content establish preprint and final journal versions of one work.",https://doi.org/10.2196/76586,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/76586,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:2b111ac4c8ccd625c5c4,base_eligible_v4,2b111ac4c8ccd625c5c4,10.1101/2025.04.03.25325195,,2025,2025-04-05,preprint,https://doi.org/10.1101/2025.04.03.25325195,68af47548da0dceb8968a398c685e7596c7a887bb39aa18558b361b3c055331f,SIVF-3d7c18c08da5d78b1f0eb14c,2,3d7c18c08da5d78b1f0eb14cb4cdec8127764fea34bc9719939e96d40ca2d369,LINKED_VERSION_FAMILY,preprint,no,base_eligible_v4:296fc2ba93325a6b3ed0,final_most_complete_publication,preprint_of,"The linked records have overlapping authors and report the same research question, design, intervention, and findings; identifiers and content establish preprint and final journal versions of one work.",https://doi.org/10.1101/2025.04.03.25325195,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/76586,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:437f09a0c472e4ba343e,base_eligible_v4,437f09a0c472e4ba343e,10.1109/waie67422.2025.11381203,,2025,2025-09-27,Review,https://doi.org/10.1109/waie67422.2025.11381203,534cf87075d109b867699e901dcd6e9ab5bd312107adef815fed58d066466bbb,SIVF-3dd2893c2e420917876bd148,1,3dd2893c2e420917876bd14861cfa6713dc4ddda31094e5cf73347dfdaa8138e,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:437f09a0c472e4ba343e,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1109/waie67422.2025.11381203,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/waie67422.2025.11381203,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:86d7e55b4cfd49b202f0,base_eligible_v4,86d7e55b4cfd49b202f0,10.1192/bjo.2025.10127,,2025,2025-06-01,JournalArticle,https://doi.org/10.1192/bjo.2025.10127,de7df07762eecacb02b03e87689b6d531e80d5b79dc36d556733cd5c4259ffde,SIVF-3e0b987ecdffe20ab6fa1441,1,3e0b987ecdffe20ab6fa14416cf3409dfe2b92352678c7c826ecc0ebeff324b8,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:86d7e55b4cfd49b202f0,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1192/bjo.2025.10127,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1192/bjo.2025.10127,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:64caff9ef7b3adaafe2d,base_eligible_v4,64caff9ef7b3adaafe2d,10.1186/s12909-026-09734-2,,2026,2026-06-20,article,https://doi.org/10.1186/s12909-026-09734-2,cbbee05618b21f27ea04a522676f558657340f83d2557049f1ede84c62fca942,SIVF-3e4c389d9b756971e6c1bafe,2,3e4c389d9b756971e6c1bafe30a7a5f706fab5cd5b8abe1cbaa25d94e685cb8b,LINKED_VERSION_FAMILY,final_journal_article,yes,base_eligible_v4:64caff9ef7b3adaafe2d,final_most_complete_publication,self_preferred,"Candidate-pair review established one scholarly work. Matching core title, author team, study design and results, together with the linked preprint and journal records, establish prepublication and final reports of the same scholarly work.",https://doi.org/10.1186/s12909-026-09734-2; https://doi.org/10.21203/rs.3.rs-6595296/v1,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.1186/s12909-026-09734-2,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:dbe56e5f35c5b169cd46,base_eligible_v4,dbe56e5f35c5b169cd46,10.21203/rs.3.rs-6595296/v1,,2025,2025-06-10,preprint,https://doi.org/10.21203/rs.3.rs-6595296/v1,d65530cafde56de9096ee3761d1f069bd35fe8d057130483cb0af682b8895a05,SIVF-3e4c389d9b756971e6c1bafe,2,3e4c389d9b756971e6c1bafe30a7a5f706fab5cd5b8abe1cbaa25d94e685cb8b,LINKED_VERSION_FAMILY,preprint,no,base_eligible_v4:64caff9ef7b3adaafe2d,final_most_complete_publication,preprint_of,"Candidate-pair review established one scholarly work. Matching core title, author team, study design and results, together with the linked preprint and journal records, establish prepublication and final reports of the same scholarly work.",https://doi.org/10.1186/s12909-026-09734-2; https://doi.org/10.21203/rs.3.rs-6595296/v1,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.1186/s12909-026-09734-2,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:ed072d60d05f5e236143,base_eligible_v4,ed072d60d05f5e236143,10.1186/s12909-025-08308-y,,2025,2025-11,article,https://doi.org/10.1186/s12909-025-08308-y,32e4fcb05e07cec251e6cc9582ae9c2366433e3db763b7886cc622bd0cce2e84,SIVF-3e7495fd591d08af2d86e7d7,1,3e7495fd591d08af2d86e7d7326808aa7f1cc9ba803dd2cc3672c374bbd1b948,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:ed072d60d05f5e236143,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1186/s12909-025-08308-y,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-025-08308-y,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:581dc0790951c1557bba,base_eligible_v4,581dc0790951c1557bba,10.3233/shti251254,,2025,2025-08-07,JournalArticle,https://doi.org/10.3233/shti251254,cd3a5f761e850d3a09839254a0e0c9da896574ea830570a7e9abb2bccb06f861,SIVF-3f663eafe12cf8628a96ab18,1,3f663eafe12cf8628a96ab182f2c61e57ff1967d38d6678fac1676cef63c0355,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:581dc0790951c1557bba,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.3233/shti251254,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3233/shti251254,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:64d8153970a657aa23b0,base_eligible_v4,64d8153970a657aa23b0,10.13048/jkm.24013,,2024,2024-03-01,JournalArticle,https://doi.org/10.13048/jkm.24013,b885b7a170cbef237055a44a12f8df2d539066c1193a84a0daaba2c8612b9d97,SIVF-3fb97b680a29f42017adf383,1,3fb97b680a29f42017adf3830d11a5aa084b5d2b2fb27d24cad9b9298f32a5a5,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:64d8153970a657aa23b0,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.13048/jkm.24013,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.13048/jkm.24013,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:6f1527fb10827ca1da01,base_eligible_v4,6f1527fb10827ca1da01,10.3389/fmed.2026.1810098,,2026,2026-03-31,review,https://doi.org/10.3389/fmed.2026.1810098,96ab63cd469f3c9f61d55008b13701947268e69582864f7bc7d024de30527d88,SIVF-3fbcf05b0b0cb89e3268a7f3,1,3fbcf05b0b0cb89e3268a7f395d0be835104282d70154ab45d84a9b74531ee9a,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:6f1527fb10827ca1da01,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.3389/fmed.2026.1810098,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2026.1810098,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:ba1df7c86ec2eeb0e945,base_eligible_v4,ba1df7c86ec2eeb0e945,,,2026,2026-08-08,,https://www.semanticscholar.org/paper/fe93ebb4045f0f0d7d20837d70a47fe9b3ba4190,5ab850a7ebeb79788b80e92673f067e3f40aebfd46b58497bd87ccef7985ab8c,SIVF-40565a31c63cc02db9c477ac,1,40565a31c63cc02db9c477ac841cf5f21c9cd82e08efb32416cc7e8c8b86d62c,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:ba1df7c86ec2eeb0e945,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://www.semanticscholar.org/paper/fe93ebb4045f0f0d7d20837d70a47fe9b3ba4190,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://www.semanticscholar.org/paper/fe93ebb4045f0f0d7d20837d70a47fe9b3ba4190,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:d3f99e099b9310de57e3,base_eligible_v4,d3f99e099b9310de57e3,10.1097/md.0000000000049849,,2026,2026-07-17,JournalArticle,https://doi.org/10.1097/md.0000000000049849,8453a099e91f9f31fc2dc242d7b0e621a57adad9d5b87ed0f1d93db18b8f6064,SIVF-408010e2ec9b224c08cfb8f4,1,408010e2ec9b224c08cfb8f4ff77ad39cada284b7ac05f3696372e016e07583a,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:d3f99e099b9310de57e3,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1097/md.0000000000049849,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1097/md.0000000000049849,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:a03df064164f1b54d1d5,base_eligible_v4,a03df064164f1b54d1d5,10.12968/jpar.2025.17.6.cpd1,,2025,2025-06-02,JournalArticle,https://doi.org/10.12968/jpar.2025.17.6.cpd1,18307d7dfce0a29bdd7bb92da8bba441759acb0dccaac6a4d101fc6248871745,SIVF-4394eac8bd52b8b8f8c080dd,1,4394eac8bd52b8b8f8c080dd0fc80453317fa118d7e46052508d189ec28b4fa0,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:a03df064164f1b54d1d5,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.12968/jpar.2025.17.6.cpd1,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.12968/jpar.2025.17.6.cpd1,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:894f08a5035b3a1872d5,base_eligible_v4,894f08a5035b3a1872d5,10.32473/ufjur.27.139095,,2025,2025-11-05,"JournalArticle, Review",https://doi.org/10.32473/ufjur.27.139095,8b15643f7d0c98fa2a7c6ac2889178a0c0297a0ee094b99b125a802ef23993dd,SIVF-44043d59b324fffe990ddbf7,1,44043d59b324fffe990ddbf71df4d2f22329e732912ba6db7aec25bc8e0c295c,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:894f08a5035b3a1872d5,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.32473/ufjur.27.139095,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.32473/ufjur.27.139095,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:302dee907e926e18ddba,base_eligible_v4,302dee907e926e18ddba,10.1145/3785022.3785092,,2025,2025-03-01,"Book, JournalArticle, Review",https://doi.org/10.1145/3785022.3785092,f87a56e6899f730ae27f05394b12863e299641fbfd1609cd589edec12e5968ac,SIVF-4437aa6c99d73d629102df78,1,4437aa6c99d73d629102df78e2419f03575bd2ef247b714f0f9288f42d975e1d,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:302dee907e926e18ddba,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1145/3785022.3785092,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3785022.3785092,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:eee52e824f1559f7759a,base_eligible_v4,eee52e824f1559f7759a,10.34264/jkafa.2026.18.1.77,,2026,2026-05-31,JournalArticle,https://doi.org/10.34264/jkafa.2026.18.1.77,b46555554ffd2e43d4ea009db0f24b3283a95a2fe8b2a0946671eae6cf35dcaf,SIVF-44ae03db79bc9a850f53fea6,1,44ae03db79bc9a850f53fea6ad2d39c99969eacfeacf1539ae8baa28e8855368,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:eee52e824f1559f7759a,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.34264/jkafa.2026.18.1.77,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.34264/jkafa.2026.18.1.77,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:30b04ea7e17c283383c8,base_eligible_v4,30b04ea7e17c283383c8,10.1109/segah65397.2025.11168432,,2025,2025-08-06,"JournalArticle, Conference",https://doi.org/10.1109/segah65397.2025.11168432,f09a82b4c0a79585d434c750a9234e08d7e00037cc6a3a3c2f18780fbdaae48a,SIVF-4555ca53dbf4562a08f63b86,1,4555ca53dbf4562a08f63b866e3d7ff6950b2ac4eec5e0121046fb055bccb3de,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:30b04ea7e17c283383c8,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1109/segah65397.2025.11168432,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/segah65397.2025.11168432,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:2ec0f316efc7d82d28c6,base_eligible_v4,2ec0f316efc7d82d28c6,10.2196/preprints.58753,,2024,2024-03-25,preprint,https://doi.org/10.2196/preprints.58753,74048dfa2a5af21d967f1790ad9ab4ec4ec52ee6118fbbd50868b53f1ca36b74,SIVF-457b472bac93dba86be40366,3,457b472bac93dba86be403668de9271c1918a65a6c577ed42d6c277fd3da3f64,LINKED_VERSION_FAMILY,preprint,no,base_eligible_v4:8fa1ae6b843e2388520d,final_most_complete_publication,preprint_of,"Matching authors, manuscript identifiers, abstract, methods, and findings show that these are preprint, final journal, and repository records of the same work.",https://doi.org/10.2196/preprints.58753,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the preprint and repository record.,https://doi.org/10.2196/58753,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:8fa1ae6b843e2388520d,base_eligible_v4,8fa1ae6b843e2388520d,10.2196/58753,,2024,2024-09-23,Journal Article,https://doi.org/10.2196/58753,a9a874813e9f867a3d5534b4336364ed7bba76ac2e141210876946826816cbe1,SIVF-457b472bac93dba86be40366,3,457b472bac93dba86be403668de9271c1918a65a6c577ed42d6c277fd3da3f64,LINKED_VERSION_FAMILY,final_journal_article,yes,base_eligible_v4:8fa1ae6b843e2388520d,final_most_complete_publication,self_preferred,"Matching authors, manuscript identifiers, abstract, methods, and findings show that these are preprint, final journal, and repository records of the same work.",https://doi.org/10.2196/58753,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the preprint and repository record.,https://doi.org/10.2196/58753,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:cb13b91d09468dfd1b5b,base_eligible_v4,cb13b91d09468dfd1b5b,,W7112564951,2024,2024-09-23,article,https://openalex.org/W7112564951,4eb4a8fff595c4188bb08b6674705b087c2beb960615074011d83bf088c571c1,SIVF-457b472bac93dba86be40366,3,457b472bac93dba86be403668de9271c1918a65a6c577ed42d6c277fd3da3f64,LINKED_VERSION_FAMILY,other_version,no,base_eligible_v4:8fa1ae6b843e2388520d,final_most_complete_publication,other_version_of,"Matching authors, manuscript identifiers, abstract, methods, and findings show that these are preprint, final journal, and repository records of the same work.",https://openalex.org/W7112564951,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the preprint and repository record.,https://doi.org/10.2196/58753,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:f9c1bb8b50eb65edbf84,base_eligible_v4,f9c1bb8b50eb65edbf84,10.1007/978-3-031-61041-7_13,,2024,2024-01-01,conference-paper,https://doi.org/10.1007/978-3-031-61041-7_13,79c08cb544b35e9e8eb2b5fdf91ae3a3feea25a0d25fb27ed48240a5fc9b9632,SIVF-45911320fcf83288f1ab9d5a,1,45911320fcf83288f1ab9d5a59a29317c61a5730f28106ca0d76b45c5b5479d8,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:f9c1bb8b50eb65edbf84,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1007/978-3-031-61041-7_13,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1007/978-3-031-61041-7_13,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:ce47d43f097c456cdf45,base_eligible_v4,ce47d43f097c456cdf45,10.17333/jkssn.2026.14.1.119,,2026,2026-06-30,JournalArticle,https://doi.org/10.17333/jkssn.2026.14.1.119,c6a1f9547ca689f9ea310082a764781976468e3dc75f70c028093e500d12d8e1,SIVF-465b1c4d32edf96605936873,1,465b1c4d32edf96605936873e9fd4bd2a41ed31acdce6fa55eb11b0d8ae3043d,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:ce47d43f097c456cdf45,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.17333/jkssn.2026.14.1.119,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.17333/jkssn.2026.14.1.119,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:19e84bd61f0782eec51c,base_eligible_v4,19e84bd61f0782eec51c,10.7759/s44389-025-10532-y,,2025,2025-12-01,article,https://doi.org/10.7759/s44389-025-10532-y,8add2925d0d2da95e62a305cca8b4ed6037ba84e36f67c5e0e4dc284ea6f7f0c,SIVF-482177366a8a4cd8948c7194,1,482177366a8a4cd8948c7194106633017ad81a1f838eba9c5a43a5be50ec421b,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:19e84bd61f0782eec51c,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.7759/s44389-025-10532-y,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.7759/s44389-025-10532-y,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:a4f6e4afd67cbf667f95,base_eligible_v4,a4f6e4afd67cbf667f95,10.2196/95578,,2026,2026-03-19,JournalArticle,https://doi.org/10.2196/95578,19b303a64b74e5af820a34e98ffff15bb0ea7ed70aa40bbe16650966d5ff7e21,SIVF-488230b8c957026dce1ac143,1,488230b8c957026dce1ac14345186fc7517266d3398b2af9c970f61ae392fae6,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:a4f6e4afd67cbf667f95,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.2196/95578,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.2196/95578,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,scopus_increment:sci_6840c15b05b568f05153,scopus_increment,sci_6840c15b05b568f05153,10.21037/asj-24-25,W4408040034,2025,2025-02-28,review,https://doi.org/10.21037/asj-24-25,1348c90cc8a0a295c77e22c1714229c46841c257e1fb39e2c6bbf660960ca4f6,SIVF-48f1af63b642e05f8bb03d30,1,48f1af63b642e05f8bb03d308a7d87c5966296a3dc2c002ba43f1afdf6e56f8f,SINGLETON_WORK,standalone_publication,yes,scopus_increment:sci_6840c15b05b568f05153,only_eligible_version,self_preferred,"Exhaustive identifier, title, author, date, and abstract comparison found no confirmed eligible publication version of this Scopus record. The queued possible relation(s) were also source-reviewed as distinct scholarly works.",https://doi.org/10.21037/asj-24-25,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.21037/asj-24-25,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
