integration_schema_version,final_version_family_id,family_size,preferred_record_key,preferred_paper_id,preferred_source_corpus,preferred_basis,preferred_selection_rationale,preferred_selection_evidence,family_reviewed_by,family_reviewed_at_utc,source_family_review_row_sha256
scopus-final-integration-corrected-v2.0,SIVF-3923cc1fdf67fa3a2be5cfba,1,base_eligible_v4:ea8e0a7c38a125bf8f1d,ea8e0a7c38a125bf8f1d,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1038/s41746-025-01896-5,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,ed6e48580f7aa937d7987540de7fc5b50861a9b49aa5b2a49c24872b494f3269
scopus-final-integration-corrected-v2.0,SIVF-392640147b8b8b73be410f07,1,base_eligible_v4:7442954006aac8fa63fa,7442954006aac8fa63fa,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.5334/pme.2379,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,075926ebe5c35e7bbc79190fadf5127d4fb8cf447f36eab9b4ca9a3d0fcbba58
scopus-final-integration-corrected-v2.0,SIVF-393d185125702af74214a39c,1,base_eligible_v4:ebc2ea10b1b751d8e58c,ebc2ea10b1b751d8e58c,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1093/jsxmed/qdae001.115,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,aeb0cb749d83827945401cbdfef0384d2a3b1ee27a5aa62ea1d6976bc43000ae
scopus-final-integration-corrected-v2.0,SIVF-393dd88cb33cb9e7675984b7,1,base_eligible_v4:1df5cdc0b4ba5e34b2ba,1df5cdc0b4ba5e34b2ba,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/app152211917,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,eae650d89d56958cc3287b1629dbe22cecf9320daa2ac0c37373daae559f2bb8
scopus-final-integration-corrected-v2.0,SIVF-395ca92b24fc969a9137faaa,1,base_eligible_v4:235688621e9d66593a40,235688621e9d66593a40,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.48550/arxiv.2601.06373,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,2a9de159b10d9d28ff56adcf94b86b78ea3e38c3334d0afad259456f6f35da83
scopus-final-integration-corrected-v2.0,SIVF-3979a54fff48b3c6e77411a3,2,base_eligible_v4:76597dc445d9df2ae743,76597dc445d9df2ae743,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/63353,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e8b8a3fb33b284b9af5130d0c11b16443b94e317fe7f528da13bd9db035e49e1
scopus-final-integration-corrected-v2.0,SIVF-39a402f42e11f35b969b7a83,1,base_eligible_v4:12a5244797e0de4599d0,12a5244797e0de4599d0,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1097/pxh.0000000000000070,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,6a14ad46f8165166937047a7590f0bae98fb0cecbbc85656789594ba997bc467
scopus-final-integration-corrected-v2.0,SIVF-3ace9d8e531a2b8441c76048,1,base_eligible_v4:e4987ba5c8f46735e9ff,e4987ba5c8f46735e9ff,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ajpe.2026.102068,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,2fa93c1f75d2740e622fae04a60cc0bf65cb7ce2b3454e8ad50292c0227502ae
scopus-final-integration-corrected-v2.0,SIVF-3b075754b774383642a024c6,1,base_eligible_v4:d6b29e9cea0c868cc28e,d6b29e9cea0c868cc28e,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.7860/jcdr/2026/87274.23886,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,8d889d679a4b8de29a4ef4e5dce52330daf062c95e3f9741ac2cf18441eb0253
scopus-final-integration-corrected-v2.0,SIVF-3b62a0b988ef0289eafe234e,1,base_eligible_v4:f6df2d018d41c258414a,f6df2d018d41c258414a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.52902/kjsc.2026.50.279,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,41bb3c98b3037fd739beae98f1e0a9e0d3f334cb5378e1d6820987096c2ddde2
scopus-final-integration-corrected-v2.0,SIVF-3bb71480a358025c3433e390,1,base_eligible_v4:7f84c902e862e25dbf2c,7f84c902e862e25dbf2c,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/ime5020035,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,9fccf94a7adc18c5c9aedd89e3704eea8ab81192c60e72b1cc53559420375a02
scopus-final-integration-corrected-v2.0,SIVF-3c5f22b9b376ec108ff4f463,1,base_eligible_v4:cc3c546075dc11e58802,cc3c546075dc11e58802,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/medu.15326,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,698661be603d03cc1adbbe9be7c22b69c6be92db9c6931b9297a1f9e1809f234
scopus-final-integration-corrected-v2.0,SIVF-3ce5a59b7490696b1bac0b10,1,base_eligible_v4:bd0527af9d9859ca54bb,bd0527af9d9859ca54bb,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2025.1599900,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a5d3f73f506294f9b9cb16b4b6fd486919dbad83e2420b3b9db01ae67d523deb
scopus-final-integration-corrected-v2.0,SIVF-3cf60eca7aeca0137de0d2a5,1,base_eligible_v4:32b43fcb025a9d77581f,32b43fcb025a9d77581f,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.64898/2026.06.22.26356153,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,7e654059264da47578fe4ce76876f9a2e2442e2331f20e092c1baedf4e856458
scopus-final-integration-corrected-v2.0,SIVF-3d3a3ebc827e5661bdad32fe,1,base_eligible_v4:72f2fcd3a833c8b6e39e,72f2fcd3a833c8b6e39e,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1007/978-3-032-07915-2_26,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a849359ac4d7013b00a65a1078150da1fd77ef0878bfdd514589ad44512c4593
scopus-final-integration-corrected-v2.0,SIVF-3d7c18c08da5d78b1f0eb14c,2,base_eligible_v4:296fc2ba93325a6b3ed0,296fc2ba93325a6b3ed0,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/76586,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,c0a6f47e232b2f045e256bb1667b5672d94b0686d8137820ee1cedd3d47e769b
scopus-final-integration-corrected-v2.0,SIVF-3dd2893c2e420917876bd148,1,base_eligible_v4:437f09a0c472e4ba343e,437f09a0c472e4ba343e,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/waie67422.2025.11381203,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,6044ff8cb04044a4269d76e837a629af49f6373d38f3a3b70f1699bab066f5d7
scopus-final-integration-corrected-v2.0,SIVF-3e0b987ecdffe20ab6fa1441,1,base_eligible_v4:86d7e55b4cfd49b202f0,86d7e55b4cfd49b202f0,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1192/bjo.2025.10127,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,64c36923093243f34b78ac391f9286fae755d224c51588e292342ba58405c828
scopus-final-integration-corrected-v2.0,SIVF-3e4c389d9b756971e6c1bafe,2,base_eligible_v4:64caff9ef7b3adaafe2d,64caff9ef7b3adaafe2d,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.1186/s12909-026-09734-2,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,459a3f73c4c87744aaa7c6f7756481d9bd767a54df9358a3fa86d1371cdf5ec4
scopus-final-integration-corrected-v2.0,SIVF-3e7495fd591d08af2d86e7d7,1,base_eligible_v4:ed072d60d05f5e236143,ed072d60d05f5e236143,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-025-08308-y,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a65dcb38f08d79c5944a19acd6a5d76000a047d8447752261069af83cda4dea1
scopus-final-integration-corrected-v2.0,SIVF-3f663eafe12cf8628a96ab18,1,base_eligible_v4:581dc0790951c1557bba,581dc0790951c1557bba,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3233/shti251254,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,c4788f2d9353507b2dd73f82c4915d7707d0c9fd71daf2370e94e6596ace2af8
scopus-final-integration-corrected-v2.0,SIVF-3fb97b680a29f42017adf383,1,base_eligible_v4:64d8153970a657aa23b0,64d8153970a657aa23b0,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.13048/jkm.24013,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,aa19040c3c67a7177245af516f33fcc3ff03861d9827985cc43f48b8523a9cc3
scopus-final-integration-corrected-v2.0,SIVF-3fbcf05b0b0cb89e3268a7f3,1,base_eligible_v4:6f1527fb10827ca1da01,6f1527fb10827ca1da01,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2026.1810098,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,8370b0dd3c3b27def3f4798524a774617075ac25b93e34cc55de2b01d1656a10
scopus-final-integration-corrected-v2.0,SIVF-40565a31c63cc02db9c477ac,1,base_eligible_v4:ba1df7c86ec2eeb0e945,ba1df7c86ec2eeb0e945,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://www.semanticscholar.org/paper/fe93ebb4045f0f0d7d20837d70a47fe9b3ba4190,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,0a68dbede699be7f295371a8da071dbb2a2794b4b573c1881addc3a122697d08
scopus-final-integration-corrected-v2.0,SIVF-408010e2ec9b224c08cfb8f4,1,base_eligible_v4:d3f99e099b9310de57e3,d3f99e099b9310de57e3,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1097/md.0000000000049849,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b48d698054dcbadf707aaa31384d815d8e24e967af0fb22ceaad58af6d88c640
scopus-final-integration-corrected-v2.0,SIVF-4394eac8bd52b8b8f8c080dd,1,base_eligible_v4:a03df064164f1b54d1d5,a03df064164f1b54d1d5,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.12968/jpar.2025.17.6.cpd1,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,cac84969171072306a2fa84e460755dd5420fec21458c99ad8535de50f11c1b8
scopus-final-integration-corrected-v2.0,SIVF-44043d59b324fffe990ddbf7,1,base_eligible_v4:894f08a5035b3a1872d5,894f08a5035b3a1872d5,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.32473/ufjur.27.139095,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e7623b7f819f953bffd7867055955498109cbe11ade1d8a7dc004d491c88bb22
scopus-final-integration-corrected-v2.0,SIVF-4437aa6c99d73d629102df78,1,base_eligible_v4:302dee907e926e18ddba,302dee907e926e18ddba,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3785022.3785092,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,f42a7e27abff3bac679c751a462d8757881f346696b12b543c8da9b0d5f8d0a0
scopus-final-integration-corrected-v2.0,SIVF-44ae03db79bc9a850f53fea6,1,base_eligible_v4:eee52e824f1559f7759a,eee52e824f1559f7759a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.34264/jkafa.2026.18.1.77,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1fad3f44e9171461455e9b8ce4cb3a7b91bfe1d440bfe3073774f8556f75fffe
scopus-final-integration-corrected-v2.0,SIVF-4555ca53dbf4562a08f63b86,1,base_eligible_v4:30b04ea7e17c283383c8,30b04ea7e17c283383c8,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/segah65397.2025.11168432,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,d75d916badb4b4f969972d0b0e200c35129beb892b9e88bb610f145b59e615e2
scopus-final-integration-corrected-v2.0,SIVF-457b472bac93dba86be40366,3,base_eligible_v4:8fa1ae6b843e2388520d,8fa1ae6b843e2388520d,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the preprint and repository record.,https://doi.org/10.2196/58753,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,515a6da8f312a046f8a30488678a69fa9ffabc603cc540e2018f6710f277e77a
scopus-final-integration-corrected-v2.0,SIVF-45911320fcf83288f1ab9d5a,1,base_eligible_v4:f9c1bb8b50eb65edbf84,f9c1bb8b50eb65edbf84,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1007/978-3-031-61041-7_13,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a357cc259169ff5a616134d3589febf9f25735eb1b20bafd27b681df1f88f8b5
scopus-final-integration-corrected-v2.0,SIVF-465b1c4d32edf96605936873,1,base_eligible_v4:ce47d43f097c456cdf45,ce47d43f097c456cdf45,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.17333/jkssn.2026.14.1.119,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,6038872dffaface8cfad2e8423d745c80b5be8bc333cbeeb64ac5a257dd4dc73
scopus-final-integration-corrected-v2.0,SIVF-482177366a8a4cd8948c7194,1,base_eligible_v4:19e84bd61f0782eec51c,19e84bd61f0782eec51c,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.7759/s44389-025-10532-y,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b1333936be2285d6e72b179484ddc485eb27ac522e8a07bb0f843d774080c439
scopus-final-integration-corrected-v2.0,SIVF-488230b8c957026dce1ac143,1,base_eligible_v4:a4f6e4afd67cbf667f95,a4f6e4afd67cbf667f95,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.2196/95578,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,afaf32f5b56fa2abbba83bdb8bcc77447354c6c25553b84a8289701500fefca6
scopus-final-integration-corrected-v2.0,SIVF-48f1af63b642e05f8bb03d30,1,scopus_increment:sci_6840c15b05b568f05153,sci_6840c15b05b568f05153,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.21037/asj-24-25,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e2f6ce31f5f48f5e7bdc4b29f34e0442a7c702bf5c85a2d80ac5b97a2fbe79b7
scopus-final-integration-corrected-v2.0,SIVF-4957b816d0e793fdb4f9dbe8,2,base_eligible_v4:0b1b0febb2293831bcc0,0b1b0febb2293831bcc0,base_eligible_v4,most_complete_available_report,The publisher DOI record is the complete citable conference paper and is preferred over the repository copy.,https://doi.org/10.3233/shti260661,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,8926999218a5177bf2423be921e69e4b8636cda5c309e8cb05ff8d47c3656f85
scopus-final-integration-corrected-v2.0,SIVF-4a5e2be89c54a35e03b35861,1,base_eligible_v4:412046e11296d150c70a,412046e11296d150c70a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-026-09276-7,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a4cc8d9c6ffd58e0c043681a8df66502fc2816179d79bfe4685f2350d61072a3
scopus-final-integration-corrected-v2.0,SIVF-4aba1fa5b70537dcac802f10,1,base_eligible_v4:b052274076e5e7cc16db,b052274076e5e7cc16db,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ecns.2025.101811,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e2f08b1bac1d77058ec09eb30c557411283d0485a0559d2055f3a06cfede1b6d
scopus-final-integration-corrected-v2.0,SIVF-4aca3b1339f747ec29a4808e,1,base_eligible_v4:3adc77e0b0502fcefcc3,3adc77e0b0502fcefcc3,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.nedt.2026.107275,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b7a2d302c543d3643d0029a2ee90c8574de304bb30b766868838882c89fb572f
scopus-final-integration-corrected-v2.0,SIVF-4ad56224704961653bc8cd90,1,base_eligible_v4:fcd1902a5e565b2d2fcc,fcd1902a5e565b2d2fcc,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/scisisis61014.2024.10759994,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5ce498631240fe995e94c55019edad5748cb09ce651d1fab3836e846066285a2
scopus-final-integration-corrected-v2.0,SIVF-4af55043fe41deeee8f1d522,2,base_eligible_v4:272439595ff3b96c35f3,272439595ff3b96c35f3,base_eligible_v4,final_most_complete_publication,The publisher DOI record is the authoritative final journal publication and is preferred over repository or index records.,https://doi.org/10.1186/s41077-026-00407-0,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,47ea20527b1a0e809dfb104d2dd926e0b09e4ce79e66f76e3543013fc5f6234e
scopus-final-integration-corrected-v2.0,SIVF-4ba0fd5237b7b7ce1db2bc56,2,base_eligible_v4:aea68236a77645892d74,aea68236a77645892d74,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.26502/fjhs.354,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,41ba22f3b1ab0efe553a8d879faa5009a5844c13d09f0ec298079a0686d6cae6
scopus-final-integration-corrected-v2.0,SIVF-4e6c5602f536c464e7e26f74,1,base_eligible_v4:eb0a6b505c3ccc9e534d,eb0a6b505c3ccc9e534d,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1002/jdd.13591,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b0809ba23fa78023fd9f125f3d06c3ef6986763e1f7883c7bf9d270ca62ca822
scopus-final-integration-corrected-v2.0,SIVF-4ee71037e84d5a7cfdd8c110,1,base_eligible_v4:f2be4ac5256845407914,f2be4ac5256845407914,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.cmpb.2025.108686,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,3324665470420b3408da54d2185837b4b560f070af9ae498f52f6d258dc785f9
scopus-final-integration-corrected-v2.0,SIVF-4f2677c4519c022444ed586c,2,base_eligible_v4:ed38fd3a7de3cb77f8a6,ed38fd3a7de3cb77f8a6,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.2196/68538,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,2f242c4b9b31811833fc7adeffbc73d16bbd49bcb0e0e6692199e860949e8cd3
scopus-final-integration-corrected-v2.0,SIVF-4fe48dd7c6a85fc817f3dc48,1,scopus_increment:sci_b852c26f48dfbf482b84,sci_b852c26f48dfbf482b84,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3785022.3785105,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,d55ab27940fa3ddb8c2c1fab33d0817bf1ead5d5ca29504915ed9ec049f6f584
scopus-final-integration-corrected-v2.0,SIVF-51919082d5bef72d488a7542,1,base_eligible_v4:f5e8d39c518465a0d255,f5e8d39c518465a0d255,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1007/s40670-025-02342-7,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,33745166ef6d86ba031648ef872cffb2be0b280f6c82c42d756b4a4c329bc58b
scopus-final-integration-corrected-v2.0,SIVF-521c76b849bd8cd8506b3246,1,base_eligible_v4:5a18de075da6eacf874c,5a18de075da6eacf874c,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/healthcare13233121,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,9856090d3a7c0e7390e8f4c68df765e6ac69ab0dd741c41840111b7f5fb98c9a
scopus-final-integration-corrected-v2.0,SIVF-530b3858b34df00b4b3526ce,2,base_eligible_v4:79301031755b16db8fe6,79301031755b16db8fe6,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.1007/s44186-024-00303-z,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,c8071454004252682eaa201ff3ed84d13d71850d345c637d71c825b4e99fc551
scopus-final-integration-corrected-v2.0,SIVF-533ce2075b98f289822cff01,1,scopus_increment:sci_6140618886946efd3455,sci_6140618886946efd3455,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.1002/jcad.70016,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,a7f05bf8453b7e3de32138d7bbf3f05ac3cea9c8a66698c71e24ff6379e9c151
scopus-final-integration-corrected-v2.0,SIVF-539ec1b91226678a78d079e6,1,scopus_increment:sci_a90d053bc1db526acda9,sci_a90d053bc1db526acda9,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ecns.2025.101872,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e425ee7b8aaa12aeb593569b5fdb8eb521874845d826d0227fd151a2567c0bc1
scopus-final-integration-corrected-v2.0,SIVF-53e01dc15c44518431461539,1,base_eligible_v4:4cac4c9f22b3d59d56dd,4cac4c9f22b3d59d56dd,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-025-08032-7,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,072c9311532f99c4d4504be061302d12f2a0d97cf99865398e6472ca1659cb20
scopus-final-integration-corrected-v2.0,SIVF-552bd8b347216b2af5f7c29b,1,base_eligible_v4:bc52d7f8f145e43beefc,bc52d7f8f145e43beefc,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3768164,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,be5101e7af2bc8b626f5a8dcd93ead7b360015e5e12a6790880eb6feb5c902d2
scopus-final-integration-corrected-v2.0,SIVF-557b7e454e35d615496c2504,1,base_eligible_v4:d644a8da3cdeae0603e0,d644a8da3cdeae0603e0,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.48550/arxiv.2601.11533,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,631b5097622f85f50705694e8f7fcbbec64e994522a54cc696c48fc32b147147
scopus-final-integration-corrected-v2.0,SIVF-55846649bae9fce9a8534481,1,base_eligible_v4:7938acbdb4523b82db58,7938acbdb4523b82db58,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.48550/arxiv.2508.13943,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,4924aeaaf4a520b5daf35ec671d64c89889a276c6c06b858536d2e341edf4a1b
scopus-final-integration-corrected-v2.0,SIVF-564201ec42e52cc1c7f56b68,1,base_eligible_v4:3a5aebe14250eec39412,3a5aebe14250eec39412,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.48550/arxiv.2405.19941,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5f6e36fb160598cd5b8fb6a3bf536144e650c7331baca7c8197a4c31e675c6bd
scopus-final-integration-corrected-v2.0,SIVF-5742e7fb844c04dd49a41d27,2,base_eligible_v4:cfa4cceea1f21315935e,cfa4cceea1f21315935e,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/53961,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,88da05a06f51ca08041cd1acd8d4b3f5ae4cd67edeae48510e4e689577a38a4f
scopus-final-integration-corrected-v2.0,SIVF-575f553760386d119930798e,1,base_eligible_v4:ead3628c23fe3e244e24,ead3628c23fe3e244e24,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/tale66047.2025.11346778,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1052385dc7fb73286762c7a3ee88efefebe31acc516c866205f180a8ff4130a6
scopus-final-integration-corrected-v2.0,SIVF-57835e34d447721beeb8205e,1,base_eligible_v4:9eb3b25f5e4e48cdcb6a,9eb3b25f5e4e48cdcb6a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1080/14626268.2025.2601308,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,15841fa8c9432012ee6972ed864157a0ff152b695b7d5d6681fe2f6ad061eef8
scopus-final-integration-corrected-v2.0,SIVF-593523d38f244531bb575f76,1,base_eligible_v4:9053eb63f4358c343310,9053eb63f4358c343310,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2026.1781314,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1721364ad03aa0cbc1ebc1f8b6f5792307c2934a91f57c2696483e7acd106425
